id,prediction,probability
246,0,0.39379855297131855
247,0,0.380265830366628
248,0,0.1295422693531382
249,0,0.355457233384172
250,1,0.5061118227760927
251,0,0.3759966726683076
252,1,0.6086947912351017
253,1,0.6911058806577771
254,1,0.7898802252154422
255,0,0.1701040941695134
256,0,0.23573344269381744
257,0,0.144375532104069
258,0,0.253641907190988
259,0,0.1985987087951489
260,0,0.4287854940541813
261,1,0.5532915057970793
262,0,0.12082198037107367
263,0,0.2628167407566647
264,0,0.14691488428261845
265,1,0.5102703356993075
266,0,0.49898197928261173
267,1,0.6865708813545521
268,0,0.22904174478559813
269,1,0.5762942330907838
270,0,0.36190793351946954
271,1,0.576608038933469
272,1,0.5903403891425778
273,1,0.5884261584760568
274,1,0.5053824945448456
275,0,0.15417440014882347
276,0,0.3591324452632271
277,0,0.36458745098696843
278,0,0.20633759670931237
279,0,0.41401353960343296
280,1,0.6237382323536478
281,1,0.6433717997341898
282,1,0.6724688217641428
283,1,0.559352745205228
284,1,0.6840913600675371
285,0,0.39286512948919305
286,1,0.811113209178071
287,0,0.35177238443788195
288,0,0.2668674630512624
289,1,0.876483352095569
290,1,0.8531157370349778
291,0,0.36352583434489555
292,0,0.49403517923313883
293,0,0.39020545532531087
294,1,0.6033269124931999
295,0,0.37040443992162714
296,1,0.6678432647423556
297,1,0.5346459119179658
298,0,0.05600359313158775
299,1,0.7064390737638254
300,0,0.18178144921124975
301,0,0.1495930538026543
302,1,0.5977391893367048
303,0,0.12667293073404176
304,1,0.7242235811756079
305,0,0.31575181827039916
306,1,0.5942170950138289
307,1,0.7064895012456255
308,0,0.2775636613979886
309,1,0.7846379413168982
310,0,0.1442235969680164
311,1,0.6082793458015004
312,1,0.59583465773941
313,1,0.6185516280408059
314,1,0.7489027428616114
315,1,0.5257441925700411
316,0,0.48516474329630355
317,0,0.3006757925056599
318,1,0.7804429990197687
319,0,0.3058565527005536
320,0,0.28667045797015467
321,1,0.5786821851325606
322,1,0.5692399883665027
323,1,0.7902697995022466
324,1,0.5702784450878526
325,0,0.3830417066170675
326,1,0.9511112568026822
327,0,0.35682676330267216
328,1,0.5944627232856556
329,1,0.7513284504974302
330,1,0.7331693816992398
331,1,0.5551339991372074
332,1,0.8963301137270594
333,1,0.636715249956059
334,0,0.12677052710557635
335,0,0.3170774671824194
336,0,0.2861386894555638
337,1,0.7478485030054456
338,1,0.703626347703704
339,1,0.6320248164414183
340,0,0.17209703288964642
341,0,0.369152868309646
342,0,0.24313285533717005
343,0,0.4587370458355536
344,0,0.08486924668374718
345,1,0.564895501272849
346,0,0.26926283641204407
347,0,0.1642836151579103
348,1,0.8798234793893329
349,1,0.8377333539012647
350,1,0.8322960504045649
351,1,0.8019565528864847
352,1,0.6892441468650606
353,0,0.4639883397307888
354,0,0.460338115392098
355,0,0.1981221334264291
356,1,0.9525151727883776
357,1,0.6569728823494183
358,0,0.36224106481973645
359,0,0.33699529659198624
360,1,0.6152081968351228
361,1,0.7752228174464686
362,1,0.8073447631467439
363,1,0.5166861958012579
364,0,0.3600865212963043
365,0,0.3418457282318659
366,1,0.7513592825525164
367,1,0.5447077756014087
368,1,0.7804004534954004
369,0,0.37264163694326324
370,0,0.3995151491234247
371,0,0.33326781686105655
372,0,0.1141774032309149
373,1,0.6309336937596397
374,0,0.2669008675654453
375,1,0.7713041670136362
376,0,0.28079239711326426
377,0,0.3826492012378745
378,0,0.2638050614433678
379,0,0.47850459201552265
380,0,0.45665976861698787
381,1,0.8009610766187867
382,1,0.6194891542028289
383,1,0.7571070243269785
384,1,0.7003706908006467
385,0,0.41844795142821745
386,0,0.39411821184049234
387,0,0.396627435637979
388,0,0.1918456077540645
389,0,0.3344958040160724
390,1,0.5880541249292982
391,1,0.5104436162164091
392,0,0.44375636954985453
393,1,0.642635869675387
394,1,0.7853217263269598
395,0,0.12360622784235176
396,1,0.965904026161329
397,0,0.06347383704971706
398,0,0.2603137091399457
399,1,0.6228577539441862
400,1,0.7978620954393719
401,1,0.9036373513999392
402,0,0.2290196113558212
403,1,0.5427705061555869
404,0,0.3325441182794403
405,0,0.22068592257925573
406,1,0.5545955429237406
407,1,0.824277381348797
408,0,0.4396044218690135
409,1,0.7195542629866208
410,1,0.5857177975043905
411,0,0.33147892043996524
412,0,0.23185058573006476
413,1,0.6840108844405788
414,1,0.8059755280820329
415,0,0.4925774844425456
416,0,0.4032365479991604
417,0,0.3548969130588053
418,0,0.11232398251857106
419,0,0.2786508954681216
420,0,0.33199832493832676
421,0,0.3030671162453947
422,0,0.3871551232413073
423,1,0.6122941428901372
424,0,0.4573243279361122
425,1,0.7656409542618597
426,1,0.6322894571553971
427,1,0.6157073549254048
428,0,0.3411930627984502
429,1,0.6178878712027563
430,1,0.6217884726112534
431,0,0.4527015925954428
432,0,0.2830958425558141
433,0,0.22256629163511038
434,1,0.5209874437536534
435,1,0.5907260972069932
436,1,0.7816975786032805
437,0,0.23998990389886402
438,0,0.36272982366751005
439,0,0.2197073937485499
440,1,0.5427782485914036
441,1,0.7654756542617919
442,0,0.4101287301286407
443,1,0.7127539671084565
444,1,0.7544801491864509
445,0,0.4186154423776848
446,0,0.10751208184344002
447,0,0.23541995172019292
448,1,0.7328161135044416
449,0,0.08591452896127467
450,0,0.43812449241562357
451,0,0.33247906009504113
452,0,0.44188497648568603
453,1,0.798982869652301
454,0,0.4126508564203747
455,0,0.22894426580007649
456,0,0.3891849417615936
457,1,0.5760983098265305
458,1,0.5048604891250423
459,1,0.6143069333442398
460,0,0.2502260125967048
461,1,0.7786118647382588
462,1,0.5873086288151571
463,0,0.12695884363173582
464,1,0.652644046259839
465,1,0.9733836564974823
466,1,0.7183743523309974
467,0,0.2794042650202764
468,0,0.15802696775883818
469,0,0.43052139397094114
470,1,0.6265191110370215
471,1,0.5404623765963582
472,1,0.5391964484635586
473,1,0.6686827389062567
474,1,0.5522045678126075
475,1,0.9125650219074817
476,0,0.17967550848131225
477,1,0.5172984476498267
478,0,0.32731256179720286
479,0,0.2897959735350985
480,0,0.3630516771971819
481,0,0.2728118045578305
482,1,0.5054580789513361
483,0,0.1474683804970128
484,1,0.7707253389134834
485,1,0.6492500189517575
486,0,0.25605819731308754
487,0,0.3492593707295622
488,0,0.046056872652095925
489,1,0.6744827715033436
490,0,0.24380903497227033
491,0,0.46061856589874445
492,0,0.4615484848053333
493,1,0.8109105242381227
494,1,0.9450918445946744
495,1,0.8239157026941484
496,0,0.37118726355209336
497,0,0.11307958029042059
498,0,0.15469293748988827
499,1,0.7996910451295541
500,0,0.36388331108532995
501,0,0.23136167633611462
502,0,0.3289188229725791
503,1,0.5201501124739801
504,0,0.27764229113120587
505,1,0.618697384628806
506,0,0.2791227278057742
507,1,0.6256181283376269
508,0,0.3650357648003611
509,1,0.6612608702508533
510,0,0.23001355114585614
511,1,0.5286914910269231
512,1,0.711058188423696
513,1,0.8466369382019518
514,0,0.3219707568313779
515,1,0.8605240804946811
516,0,0.2359332695886617
517,0,0.30625898710205823
518,0,0.34424976390428935
519,0,0.20252743608092108
520,0,0.1336256501787742
521,0,0.05402952474332214
522,0,0.2601281117770934
523,0,0.2939239039021755
524,1,0.6182346036925741
525,1,0.7649775105121288
526,1,0.6660719603610202
527,0,0.24863509105154802
528,1,0.7584528699141767
529,0,0.41602769267866446
530,0,0.22168633408128535
531,1,0.5857157303881227
532,0,0.4137926682952292
533,1,0.6890552298109393
534,1,0.6211529880036991
535,0,0.40211153432910063
536,0,0.40601786897983394
537,1,0.7141478808054881
538,1,0.7027845379723231
539,0,0.48728073899871077
540,1,0.6443863909891921
541,1,0.7519873187845544
542,0,0.4336344167199289
543,0,0.34856666319302915
544,0,0.1261407369038338
545,0,0.18798352890694817
546,1,0.8759882941271407
547,1,0.8561773705274056
548,0,0.34040863407913
549,0,0.22985616227189803
550,1,0.976184816006955
551,0,0.11760630917866001
552,1,0.575734269982623
553,0,0.4603814756564224
554,1,0.6391993001353647
555,0,0.26256848424907236
556,0,0.1371181784958516
557,0,0.22210161035082204
558,0,0.25929522577684616
559,1,0.5735253412498749
560,0,0.3170980281744732
561,1,0.6492911605335905
562,1,0.6235377326643009
563,1,0.5673077186638181
564,0,0.2010655193408364
565,0,0.19995712831591586
566,1,0.5589910076339963
567,1,0.5611969591096299
568,1,0.71771579299726
569,1,0.5972363080204982
570,0,0.21769090383516723
571,1,0.7291747600285107
572,0,0.24248841765365825
573,1,0.8828462853076323
574,1,0.5220196426190167
575,1,0.5289424652381369
576,0,0.43407477446002696
577,0,0.4505165111384635
578,1,0.8283862164821756
579,1,0.6462471974202526
580,1,0.9164236245595718
581,0,0.34599356051325986
582,1,0.6138801195949074
583,0,0.44486447645987687
584,0,0.44683859726317027
585,1,0.5989757753271505
586,1,0.7506542871103891
587,0,0.38141363568997494
588,1,0.8754479219077139
589,0,0.13426718416640132
590,1,0.5192386376583934
591,1,0.7482735953809668
592,1,0.766298568128767
593,0,0.22902424333246935
594,0,0.23622396838299034
595,0,0.35590840105307325
596,1,0.7568413890113637
597,0,0.26971993719893217
598,0,0.0946276200295192
599,0,0.3121766122647195
600,1,0.7344597582654258
601,1,0.9332917905425876
602,0,0.09735656266992863
603,1,0.69591537706235
604,0,0.4774504028086283
605,1,0.7295330516321599
606,1,0.6378511023860209
607,1,0.6944716837392834
608,0,0.11540037946357302
609,1,0.8005567328442555
610,0,0.44139131344015686
611,0,0.332639190147221
612,0,0.40324245201198267
613,1,0.5931291917989401
614,0,0.33316263534783014
615,1,0.6510518580061802
616,1,0.6388110086824967
617,0,0.3862894968758669
618,0,0.1723984395349283
619,0,0.4801756397859154
620,1,0.5009204034723796
621,1,0.7229222402958979
622,1,0.7524345143109403
623,1,0.6003913366338606
624,0,0.215001640158061
625,1,0.7563309077331364
626,1,0.7017576080717407
627,0,0.35519140040105834
628,0,0.10714435578448639
629,0,0.20203781797703255
630,0,0.15598528076462514
631,0,0.4662989141381115
632,0,0.27889536229991224
633,0,0.44653971852246016
634,1,0.7721497711276724
635,1,0.7428502553152263
636,1,0.5649502622964705
637,0,0.49794523100133775
638,0,0.3373337395455657
639,1,0.9040054361207889
640,0,0.10934144850515054
641,1,0.577837714971924
642,1,0.542713077198742
643,1,0.697839092522107
644,0,0.42054779755984995
645,0,0.47273458336363333
646,1,0.7683637639572269
647,0,0.21761257337659165
648,1,0.756974493883574
649,0,0.40662154628528885
650,1,0.7145362396967775
651,1,0.7413742736391221
652,0,0.499592683646625
653,0,0.12029944341431952
654,0,0.4478763682922932
655,0,0.4299643884028312
656,0,0.29808470833938583
657,0,0.4685594486383227
658,0,0.1837701896184989
659,1,0.5318305020985343
660,1,0.8953829124540014
661,0,0.456735621806447
662,1,0.5986618289516837
663,0,0.16569245450436
664,0,0.3922019605383608
665,0,0.22497196667969357
666,0,0.445439989024899
667,0,0.29043997483043443
668,0,0.3985225855745963
669,0,0.15394564202791472
670,1,0.7806578665890438
671,0,0.4105320764022163
672,0,0.2997714473413519
673,1,0.7005575293944373
674,0,0.4871148509203113
675,0,0.3747483861339036
676,1,0.7870403414738244
677,0,0.17951566700991123
678,0,0.33557389748872024
679,0,0.46315245920634684
680,1,0.5282008857143677
681,0,0.3642694747969816
682,1,0.8270486856527863
683,0,0.4274070021698429
684,1,0.5483543165679937
685,1,0.5107554092573604
686,1,0.8672086285854781
687,0,0.18346982063506395
688,0,0.22639164575760057
689,0,0.46411808561526835
690,1,0.584012192242947
691,1,0.7559179579167415
692,0,0.25146436145812523
693,1,0.7993901653892779
694,1,0.530903910200686
695,1,0.7158516681021759
696,0,0.46706310119631395
697,1,0.666101864528121
698,1,0.7729774227762716
699,0,0.3321791681437075
700,1,0.5996579253323037
701,0,0.32992551013469246
702,1,0.7891223629511279
703,0,0.4566673552557935
704,1,0.518531998551387
705,0,0.3019647968615819
706,0,0.3377329500783586
707,1,0.5856186996597523
708,1,0.9538134900832996
709,0,0.46480964983042206
710,0,0.23748665568205113
711,0,0.43012342609364196
712,1,0.8279779015260839
713,0,0.2073793575380186
714,0,0.4224063828023859
715,0,0.490337316965473
716,0,0.4385227645239682
717,0,0.3098325755866785
718,0,0.29022405065701784
719,1,0.7889912371104831
720,1,0.6126814860201831
721,1,0.613270000502367
722,0,0.3589346214665163
723,0,0.3128684961637463
724,0,0.20846101227996872
725,1,0.5618149191043743
726,0,0.37499682961692393
727,1,0.6164789323806584
728,0,0.385635592293984
729,0,0.3267992321131883
730,1,0.5367403321687745
731,1,0.5479354278079052
732,1,0.802102083243764
733,1,0.5809481622861828
734,1,0.6270150272480617
735,1,0.6996532309761286
736,0,0.37277400038989317
737,0,0.3315489322851853
738,0,0.2967292680506404
739,0,0.24026772018392575
740,0,0.1426476851424971
741,0,0.2752406882251061
742,1,0.796768918427709
743,0,0.3108729324429188
744,0,0.14331896456914567
745,1,0.8484657722338202
746,1,0.5581097826040704
747,1,0.5502255023814647
748,1,0.8312002913014083
749,0,0.4253529734508515
750,0,0.37656243368770115
751,1,0.9448077197222438
752,0,0.4915037590900061
753,1,0.554752192513821
754,1,0.7715349741029319
755,0,0.22868301393362087
756,0,0.3342829906670278
757,1,0.7422378713416424
758,1,0.9614853373027709
759,1,0.923402533594112
760,1,0.6517029942162392
761,1,0.7085592464614708
762,0,0.30028076649627905
763,0,0.3268553478241411
764,1,0.8245873597334318
765,1,0.6249680141767319
766,0,0.4714073585019299
767,0,0.4865536238375284
768,0,0.18212741883579958
769,1,0.7317563057226694
770,1,0.8435943224141464
771,1,0.831245794645345
772,1,0.7101430643021148
773,1,0.8688964926367465
774,1,0.5656930705613954
775,0,0.3220363899405308
776,0,0.29297260596053293
777,0,0.3353520224812261
778,0,0.3718395767146977
779,1,0.7145275182065352
780,1,0.7271656610585369
781,0,0.459756038241974
782,1,0.6965732011097702
783,1,0.7260598992896051
784,0,0.33045293347379207
785,1,0.7204837426651475
786,0,0.4353758463502416
787,1,0.615937903805009
788,0,0.2462432808802012
789,1,0.5181587863918893
790,1,0.5580635773880664
791,0,0.35608782822106944
792,0,0.47060627737960786
793,1,0.6610154114523324
794,0,0.12079812988291756
795,0,0.16374531360016825
796,0,0.48372545396791566
797,0,0.2572745668326644
798,1,0.8300942855591298
799,1,0.8225527416180046
800,1,0.5090785395694585
801,1,0.7941141856340004
802,0,0.2987367881693504
803,1,0.7546864475229745
804,0,0.26246899842288796
805,0,0.2041354895400053
806,0,0.4053350492338056
807,0,0.2527022847405256
808,0,0.35224122425784987
809,0,0.2641521084564814
810,0,0.23997542663968102
811,1,0.7733027256247816
812,0,0.3810275338617423
813,0,0.11505836798989709
814,1,0.9650359919114335
815,1,0.6406922561294693
816,0,0.48406889298635936
817,0,0.4154888799777972
818,1,0.8931900873299782
819,0,0.4578986128067126
820,0,0.3636843706240883
821,1,0.7560987803725706
822,0,0.27039988884979854
823,0,0.44678404557851353
824,0,0.454299357797223
825,0,0.42235326351388003
826,1,0.5149879973711232
827,0,0.2152947644697422
828,1,0.5945674574376875
829,1,0.739300236290899
830,0,0.2632841274180661
831,0,0.39390966246749315
832,1,0.588659269999451
833,1,0.7022983951453577
834,0,0.4078013086059729
835,0,0.3850797030548193
836,0,0.4071514087195798
837,1,0.8803223120747181
838,0,0.4895612989640316
839,0,0.13089849710487844
840,1,0.7986780730522642
841,1,0.6762343806952631
842,1,0.8098471350135853
843,0,0.2764369253212192
844,0,0.3953600412018448
845,0,0.23528906323671106
846,0,0.4000042257663817
847,1,0.7580922245043885
848,0,0.20083257197572774
849,1,0.536855656174763
850,0,0.49967190272630274
851,0,0.3803168116251982
852,1,0.8494526017802181
853,1,0.7409063004876267
854,0,0.2865469893195868
855,1,0.5368333161949914
856,0,0.3508349352389654
857,0,0.388089440551536
858,1,0.6142650857969254
859,1,0.8262093051526325
860,1,0.559859621548596
861,0,0.37844308590482867
862,1,0.682077300374799
863,0,0.4422862890690788
864,0,0.12667366622212295
865,1,0.591741670191629
866,1,0.9074703315488095
867,0,0.2849065120825034
868,0,0.3792505687281597
869,0,0.21559473123569178
870,0,0.08503147766066875
871,1,0.5103446651035288
872,0,0.23464281270287096
873,1,0.7368989722629999
874,0,0.1666807225623189
875,1,0.7060495200239655
876,0,0.07132276717820597
877,0,0.47047635713780994
878,1,0.6071224656730151
879,1,0.7478415979967705
880,1,0.6386709880343899
881,1,0.5613882156311198
882,0,0.3909572782457201
883,0,0.1426780490253776
884,0,0.40423021096652123
885,1,0.7457978280088076
886,0,0.2585791423366126
887,0,0.08644204825839612
888,0,0.34056451292524986
889,0,0.25796423128863327
890,0,0.3483224354262953
891,1,0.6748241949146602
892,1,0.6079234881893898
893,0,0.2779402722452065
894,0,0.44833848437121826
895,0,0.49809487750849496
896,0,0.09365367133666165
897,1,0.9057402363184417
898,1,0.586672723855476
899,0,0.3162320101621866
900,1,0.7455852635527787
901,0,0.4542144958446003
902,0,0.4422827007202054
903,0,0.4153379560408115
904,1,0.8469932812797011
905,0,0.4746622200155947
906,1,0.5544198138732043
907,1,0.7527309541210209
908,1,0.600934427034427
909,0,0.1721847105195151
910,0,0.41519167237700955
911,1,0.5729532435129124
912,1,0.6122127175349031
913,0,0.30243536185566383
914,0,0.31986493145401995
915,0,0.46931774048454294
916,0,0.41399583499874604
917,0,0.44675557721821846
918,1,0.7779611339563893
919,1,0.798399216859391
920,0,0.3887364180668417
921,0,0.4808685802980625
922,1,0.5706832582140229
923,0,0.352530147200089
924,1,0.7938389723283209
925,0,0.24565076631574193
926,1,0.8971011789641957
927,0,0.34069777370534965
928,0,0.3678172021008438
929,0,0.22755239086485443
930,0,0.17689909337051593
931,0,0.4630744030739528
932,0,0.044752535409480064
933,0,0.26111634883384394
934,0,0.4084406189002884
935,0,0.36831470782397774
936,0,0.3286401265373715
937,0,0.18530492021934586
938,0,0.415912768534573
939,1,0.887200698010359
940,1,0.5211074279509679
941,1,0.6856292390398949
942,1,0.6124304415534859
943,0,0.49612635408063677
944,0,0.44324664766811495
945,1,0.7809799176980455
946,1,0.6432235528610077
947,0,0.16374857094694925
948,0,0.4321771269608627
949,0,0.49067112121185924
950,0,0.49126811646460955
951,1,0.740594852762999
952,0,0.2714105170055533
953,0,0.47221015586750814
954,0,0.4282032182087992
955,0,0.19261631559916384
956,0,0.43720152549572994
957,0,0.4061472487104707
958,1,0.5042180289791235
959,0,0.4442216036839244
960,0,0.3198001551571282
961,0,0.39417790687430027
962,0,0.27359572745475763
963,1,0.5758607119397122
964,0,0.4259776928878269
965,0,0.19860673054739958
966,1,0.6093360111811599
967,0,0.43808564485249535
968,1,0.8174390095867042
969,1,0.6161678775974502
970,1,0.76500897722548
971,1,0.7592115021963902
972,0,0.10592001290053696
973,1,0.5875168989609927
974,0,0.3525615957396606
975,0,0.29331461510972395
976,0,0.16246550857460795
977,0,0.36884583704912166
978,0,0.49261307441550917
979,0,0.49837387145173134
980,0,0.4554204975224523
981,1,0.7506935407746977
982,1,0.7563121491195717
983,1,0.661512213125775
984,1,0.5653737978205351
985,1,0.7735930501831363
986,1,0.69505489253335
987,1,0.9116905860848805
988,1,0.6794864454575688
989,0,0.47435349757392453
990,0,0.2682118358115744
991,1,0.5584047597718659
992,1,0.6465960525994471
993,0,0.42733980233551827
994,0,0.32582552205167814
995,0,0.20290765482638598
996,0,0.20533271943639939
997,0,0.44525592294682254
998,1,0.6652527929317817
999,1,0.5061869364790194
1000,0,0.3384590388742782
1001,1,0.8149453208479313
1002,1,0.7738841616496195
1003,1,0.6356707460812502
1004,0,0.16271325080276877
1005,0,0.32171511944511144
1006,0,0.3555788032429511
1007,0,0.2679008110295642
1008,0,0.20868399043743552
1009,0,0.29420729372969223
1010,0,0.3454172531426794
1011,1,0.7731830293292493
1012,0,0.399583476424228
1013,1,0.6344109743952896
1014,0,0.4169239128203873
1015,1,0.728294782107646
1016,0,0.2120063209974053
1017,0,0.3199244713064387
1018,1,0.5139333529590434
1019,1,0.5752861950318972
1020,0,0.2512576128601711
1021,1,0.5542987448079592
1022,1,0.8386940905559852
1023,0,0.09182261862624669
1024,0,0.36998572027830745
1025,1,0.6193800278826416
1026,1,0.8038881131732507
1027,1,0.7196158173602193
1028,0,0.49752468352468243
1029,1,0.5290882416675609
1030,1,0.6572143749216407
1031,1,0.5807403073230722
1032,1,0.8902464491847082
1033,1,0.6108372525580067
1034,0,0.11980855272958002
1035,0,0.4774829799802133
1036,0,0.4214609523538402
1037,0,0.2932933780225678
1038,1,0.5609128258710779
1039,0,0.28958405675973486
1040,1,0.942632806754109
1041,1,0.7413548502519899
1042,1,0.7206916047813305
1043,1,0.516690585292057
1044,0,0.46263238488892006
1045,0,0.37736074553392346
1046,0,0.3615116816684846
1047,0,0.247378012062674
1048,0,0.32071678839648393
1049,0,0.3164668748178202
1050,1,0.8154427834480299
1051,1,0.8006865889879995
1052,1,0.6572651682527445
1053,0,0.45160550059334625
1054,0,0.25507692299236934
1055,0,0.3045774761360292
1056,1,0.729581893419868
1057,0,0.15942179830184275
1058,1,0.7649312134807451
1059,1,0.6807258123236732
1060,1,0.7172097355715694
1061,1,0.8178534871128249
1062,0,0.16687936064375558
1063,0,0.13728416829395762
1064,1,0.789807219236301
1065,1,0.6237909385446044
1066,1,0.9003207590254314
1067,0,0.44052942173671056
1068,0,0.1581554731730523
1069,0,0.28628359984489543
1070,1,0.6284959436682801
1071,1,0.7885405129814576
1072,0,0.4090362528053333
1073,1,0.597392968268836
1074,1,0.7766007504159224
1075,1,0.5859792283982106
1076,1,0.7773681227362722
